filename,emotion,text,llm_pred_emotion,llm_rationale
h_095_1.wav,happy,"Молодощо, бути прикольно, взагалі",happy,Enthusiastic expression about youth and something being cool or awesome.
h_096_1.wav,happy,"Я хочу, щоб ми розпочали це робити разом.",happy,"Positive desire to start doing something together, showing enthusiasm and collaboration."
h_097_0.wav,happy,"Ти змінила, насправді свій тон, це дуже приємно.",happy,"Compliment about tone change being pleasant, expressing appreciation and positivity."
h_098_1.wav,happy,Карпати!,happy,"Exclamatory expression about the Carpathian mountains, showing excitement or enthusiasm."
h_099_0.wav,happy,Що за челендж? Мені подобається.,happy,"Positive reaction to a challenge, expressing enjoyment and interest."
h_100_0.wav,happy,Мені подобається!,happy,"Clear expression of liking something, positive emotional statement."
h_101_1.wav,happy,Ти замовив всю мою корзину сольмар?,neutral,"Simple question about ordering items, no clear emotional valence."
h_102_0.wav,happy,Зараз будемо робити сюрприз.,happy,"Anticipation of making a surprise, suggesting positive excitement."
h_103_0.wav,happy,У мене для вас дещо є.,neutral,"Neutral statement about having something for someone, no emotional tone."
h_104_1.wav,happy,А як це так вабще?,neutral,"Questioning how something works, curious but emotionally neutral tone."
h_105_1.wav,happy,Спасіба! Я в шоці!,happy,"Expression of thanks and shock in positive context, showing excitement."
h_106_0.wav,happy,Єс!,happy,Enthusiastic 'yes' expression showing agreement and positive energy.
h_107_0.wav,happy,Тобі треба мене розважати я вважаю.,neutral,"Statement about needing entertainment, matter-of-fact without strong emotion."
h_108_1.wav,happy,"Боже, він дуже мулий.",happy,"Positive comment about someone being cute or sweet, affectionate tone."
h_109_1.wav,happy,"Хи-хи, дякую",happy,"Playful laugh followed by thanks, showing amusement and appreciation."
h_110_0.wav,happy,Піцуньки,neutral,"Single word referring to small pizzas, no emotional context."
h_111_0.wav,happy,"Дякую, дякую велике за піцуньки.",happy,"Grateful expression with emphasis, showing appreciation for the small pizzas."
h_112_0.wav,happy,Дуже смачно. Дуже смачно.,happy,Repeated praise about taste expressing satisfaction and pleasure.
h_113_0.wav,happy,"Це найкраще, що зі мною траплялося",happy,"Superlative expression indicating the best experience, showing joy."
h_114_0.wav,happy,Харош,happy,Positive approval expression showing satisfaction.
h_115_1.wav,happy,В нас був пікнік,neutral,Simple factual statement about having a picnic.
h_116_1.wav,happy,"Боже, яка краса!",happy,Exclamation of admiration expressing joy and wonder.
h_117_1.wav,happy,"Да, це кальє.",neutral,Simple factual statement confirming something.
h_118_0.wav,happy,Кохаю вас.,happy,Direct expression of love showing positive emotion.
h_119_1.wav,happy,І я вас кохаю,happy,Reciprocal expression of love showing affection.
h_120_1.wav,happy,"Нє, я вас лав ю.",happy,Playful expression of love showing positive feelings.
h_121_1.wav,happy,"Боже, яка краса! Дякую.",happy,Exclamation of beauty followed by gratitude expressing joy.
h_122_1.wav,happy,Дякую.,neutral,Simple thank you without strong emotional context.
h_123_1.wav,happy,Іду в дзеркало подивлюсь.,neutral,Factual statement about going to look in mirror.
h_124_1.wav,happy,Це дуже красиво.,happy,Expression of appreciation for beauty showing positive emotion.
h_125_1.wav,happy,"Що так ніжно, подивись.",happy,Gentle appreciation comment expressing positive sentiment.
h_126_0.wav,happy,Дуже подобається.,happy,Direct statement of liking something showing satisfaction.
h_127_1.wav,happy,Дякую,neutral,Simple thank you without emotional context.
h_128_0.wav,happy,"Я розумів, що тоді треба триматися.",neutral,Reflective statement about understanding without clear emotion.
h_129_0.wav,happy,Клас.,happy,Approval expression showing positive reaction.
h_130_1.wav,happy,Відкривай коробку.,neutral,Simple instruction without emotional charge.
h_131_1.wav,happy,Відкривай коробку!,happy,Excited instruction with exclamation mark showing enthusiasm.
h_132_0.wav,happy,"О, в мене Наталі",neutral,"Simple statement about having someone named Natali, no emotional content."
h_133_1.wav,happy,"Ну, такий, реально класний, реально красивий.",happy,Positive descriptors 'класний' and 'красивий' indicate admiration and positive feelings.
h_134_1.wav,happy,"Люди, оце відправляють кучу всього.",neutral,"Factual observation about people sending lots of things, no emotional valence."
h_135_0.wav,happy,"Нє, там нормально все.",neutral,"Casual response indicating everything is normal, neutral tone."
h_136_1.wav,happy,"Да, я розкажу.",neutral,"Simple agreement to tell something, no emotional content."
h_137_1.wav,happy,Це буде так об'ємніше,neutral,"Descriptive statement about something being more voluminous, factual tone."
h_138_1.wav,happy,Приїхала з котами,neutral,"Matter-of-fact statement about arriving with cats, no emotional indicators."
h_139_1.wav,happy,Що ти тут робиш?,neutral,"Direct question asking what someone is doing, neutral inquiry."
h_140_1.wav,happy,А коли він побачив,neutral,"Incomplete sentence about someone seeing something, no emotional context."
h_141_1.wav,happy,"пластилін прийняв форму крісла, та й взагалі",neutral,"Descriptive statement about plasticine taking chair form, factual observation."
h_142_1.wav,happy,Матеріалу можна зліпити що завгодно.,neutral,"Factual statement about material possibilities, no emotional content."
h_143_1.wav,happy,"А я не знала, що йому відповісти",sad,Expression of uncertainty and not knowing what to respond suggests confusion or distress.
h_144_1.wav,happy,Гарний позивний,happy,Word 'гарний' (good/nice) indicates positive evaluation or approval.
h_145_1.wav,happy,спеціально обучених людей для цього,neutral,"Factual reference to specially trained people, no emotional content."
h_146_1.wav,happy,"По відчуттях, знаєш.",neutral,"Reference to feelings in casual conversational context, neutral tone."
h_147_1.wav,happy,Потрібно дві долоньки,neutral,"Instructional statement about needing two palms, factual content."
h_148_1.wav,happy,Який ужас.,angry,Strong negative exclamation 'ужас' (horror) indicates shock or outrage.
h_149_1.wav,happy,"До речі, оо.",neutral,"Conversational filler 'до речі' (by the way), no emotional content."
h_150_1.wav,happy,Ваауу!,happy,Extended exclamation 'Ваауу!' shows excitement and positive surprise.
h_151_1.wav,happy,Цим володарем,neutral,"Reference to 'this ruler/owner', incomplete context but neutral tone."
h_152_1.wav,happy,Дуже велика посилка,neutral,Simple factual statement about package size without emotional content.
h_153_1.wav,happy,"прямо, а через кого",neutral,"Question about method or pathway, factual inquiry."
h_154_1.wav,happy,Включити режим,neutral,"Command to activate mode, neutral instruction."
h_155_1.wav,happy,Змії на яку напали,angry,Reference to snakes attacking suggests tension or aggression.
h_156_1.wav,happy,І тобі треба,neutral,Simple statement of necessity without emotional tone.
h_157_1.wav,happy,Просто показати,neutral,Basic instruction to demonstrate something.
h_158_1.wav,happy,"Трошки залученості теж не помішає, ну.",neutral,"Mild suggestion about involvement, conversational tone."
h_159_0.wav,happy,"вам можу сказати, що",neutral,"Beginning of formal statement, no emotional charge."
h_160_1.wav,happy,Сама ніяк не дочекаюся.,happy,Expression of eager anticipation and excitement.
h_161_1.wav,happy,"Привіт, Донечко!",happy,"Warm, affectionate greeting to daughter."
h_162_1.wav,happy,"Привіт, мам. Як ви там?",neutral,Standard greeting and inquiry about wellbeing.
h_163_1.wav,happy,У нас все добре,happy,Positive statement about everything being good.
h_164_1.wav,happy,"Чекаємо, коли ви нарешті приїдете.",happy,Expression of anticipation for visit shows positive emotion.
h_165_1.wav,happy,Клас.,happy,Exclamation of approval or enthusiasm.
h_166_1.wav,happy,"Радий, аж пищіть.",happy,Expression of joy with squeaking from excitement.
h_167_1.wav,happy,А хто це до нас прийшов?,happy,Welcoming question with positive anticipatory tone.
h_168_1.wav,happy,Мій улюблений зятик.,happy,Affectionate reference to beloved son-in-law.
h_169_0.wav,happy,Салют мама,happy,Cheerful greeting to mother.
h_170_1.wav,happy,"Справи чудово, справи",happy,Enthusiastic statement about wonderful affairs.
h_171_1.wav,happy,"А от мій зятик приїде, буде ще",happy,Positive anticipation about son-in-law's arrival.
h_172_1.wav,happy,Який він у тебе розумничок.,happy,Affectionate praise calling someone clever/smart shows positive emotions.
h_173_1.wav,happy,"Діти, я така за вас рада.",happy,Expressing joy and being glad for children shows clear happiness.
h_174_1.wav,happy,"Щасливої дороги, дітки!",happy,"Wishing happy travels is a positive, caring farewell."
h_175_0.wav,happy,"надресирували. Ай! Е, який розумник",angry,Sarcastic tone with 'Ай!' exclamation suggests frustration or annoyance.
h_176_0.wav,happy,"А, який розумник нашу мову вивчив",angry,Sarcastic comment about learning language suggests mocking or irritated tone.
h_177_0.wav,happy,свято на все життя і готуватись тиждень,neutral,Factual statement about celebration lasting lifetime and preparing for week.
h_178_1.wav,happy,"Ну, слава Богу.",happy,Expression of relief and gratitude to God shows positive emotion.
h_179_1.wav,happy,"Та я знала, що все добре закінчиться.",happy,Confidence that everything would end well expresses satisfaction and positivity.
h_180_1.wav,happy,Тепер можемо спокійно лягати спати.,happy,Relief and peace about being able to sleep calmly.
h_181_0.wav,happy,Точно! Я з ним вже домовився,happy,Confirmation and satisfaction about making an agreement shows positive outcome.
h_182_1.wav,happy,"За твоє щастя, за сімейне благополуччя.",happy,Toast for happiness and family well-being expresses warm wishes.
h_183_1.wav,happy,"Давай, давай, давай, іди!",neutral,Repeated encouragement to go is more directive than emotional.
h_184_1.wav,happy,Привіт.,neutral,Simple greeting without additional emotional context.
h_185_1.wav,happy,Нові столики нарешті,happy,Relief and satisfaction about finally getting new tables.
h_186_1.wav,happy,"Ти, дякую я сама.",neutral,Polite declining of help is factual response.
h_187_1.wav,happy,Я вас обожнюю,happy,Strong expression of adoration shows intense positive emotion.
h_188_1.wav,happy,Дівчата,neutral,Simple address to girls without emotional context.
h_189_1.wav,happy,Привіт!,happy,Enthusiastic greeting with exclamation shows positive energy.
h_190_1.wav,happy,Я виходжу заміж.,happy,Announcement of getting married typically expresses joy and excitement.
h_191_1.wav,happy,"Ну що, вип'ємо кави",neutral,Casual invitation for coffee is friendly but emotionally neutral.
h_192_1.wav,happy,"І ваш чоловік, він був готовий вже підписати угоду.",neutral,Factual statement about husband being ready to sign an agreement.
h_193_1.wav,happy,"Мама, ну ти сама казала, що я для тебе буду завжди маленькою.",sad,Nostalgic plea to mother expressing vulnerability and desire to remain small.
h_194_1.wav,happy,Що так помітно?,neutral,Simple question asking what is noticeable.
h_195_1.wav,happy,Ну ти аж світишся,happy,Positive observation that someone is glowing or radiant.
h_196_1.wav,happy,Прийшло запрошення з Канади.,neutral,Factual announcement about receiving an invitation from Canada.
h_197_1.wav,happy,"Вони, вони офігіли.",angry,Strong negative reaction expressing that they went crazy or lost it.
h_198_1.wav,happy,"Ви мені вранці так допомогли, а потім так швидко пішли.",sad,Expressing disappointment about someone helping then leaving quickly.
h_199_1.wav,happy,До завтра.,neutral,Simple farewell phrase until tomorrow.
h_200_1.wav,happy,Сама підбирала.,neutral,Brief factual statement about selecting something herself.
h_201_0.wav,happy,Навіть не думай про це.,angry,Firm command telling someone not to think about something.
h_202_1.wav,happy,"Інка, невже це ти?",happy,Surprised and pleased recognition of someone named Inka.
h_203_1.wav,happy,"Слухайте, ви так личить.",happy,Compliment saying something looks good on the person.
h_204_1.wav,happy,Ти наче помолодшила. Ну?,happy,Positive comment about someone looking younger.
h_205_1.wav,happy,Я вперше в житті каталась на байку. Дуже боялась.,neutral,Factual recounting of first motorcycle ride experience and being scared.
h_206_1.wav,happy,"Ого, реально як у дитинстві.",happy,Positive nostalgic exclamation about childhood memories.
h_207_1.wav,happy,Життя таке прекрасне.,happy,Direct expression of joy about life being beautiful.
h_208_1.wav,happy,Я така щаслива.,happy,Clear statement of happiness and contentment.
h_209_1.wav,happy,Мені сьогодні перший раз в житті аванс дали.,happy,Excited about receiving first advance payment in life.
h_210_1.wav,happy,"Ну, як після цього це не вірити? Анжелка!",happy,Enthusiastic rhetorical question expressing belief and calling Angelka.
h_211_1.wav,happy,Я досі отямитись не можу.,happy,Still unable to recover from positive overwhelming experience.
h_212_1.wav,happy,Він гарний,happy,Positive assessment 'He is good/handsome' suggests pleasant feelings.
h_213_1.wav,happy,Він гарний.,happy,"Same positive statement as previous, expressing favorable opinion."
h_214_1.wav,happy,"Хочеться увесь день стрибати, святкувати.",happy,Explicit desire to jump and celebrate indicates joy and excitement.
h_215_1.wav,happy,Я знайшов.,neutral,Simple factual statement 'I found' without emotional context.
h_216_1.wav,happy,Ти йому подобаєшся,happy,Telling someone they are liked conveys positive romantic sentiment.
h_217_1.wav,happy,"Ну, знаєте, я вже бачу, як якась халепа, і він завжди поряд.",happy,"Describes someone always being nearby during troubles, suggesting comfort and appreciation."
h_218_1.wav,happy,"Ти сяєш, коли про нього говориш.",happy,Observation that someone glows when talking about a person indicates joy.
h_219_1.wav,happy,"Ти б зараз бачила, як ти либишся, Вікусь.",happy,Pointing out someone's smile suggests positive emotions being observed.
h_220_1.wav,happy,"Знала, він реально нормальний мужик.",happy,Expressing that someone is 'really a normal guy' shows approval.
h_221_1.wav,happy,І вам гарного дня.,happy,"Wishing someone a good day is a positive, pleasant gesture."
h_222_1.wav,happy,Добре,neutral,Single word 'Good/Okay' without clear emotional context.
h_223_1.wav,happy,"Мені здається, що я вперше в житті порушила правила.",neutral,Factual observation about breaking rules for the first time.
h_224_1.wav,happy,Прекрасна новина.,happy,Calling something 'wonderful news' clearly expresses positive emotions.
h_225_1.wav,happy,"Такий просто капздєц-холодєц, що.",angry,Using strong negative slang expression suggests frustration or anger.
h_226_1.wav,happy,А ти що?,neutral,Simple question 'And what about you?' is emotionally neutral.
h_227_1.wav,happy,Яку дурню?,angry,Asking 'What foolishness?' suggests irritation or disapproval.
h_228_1.wav,happy,А Мішка не знає поки що.,neutral,Factual statement that Mishka doesn't know yet.
h_229_1.wav,happy,Іннуська.,neutral,Simple name or address without emotional context.
h_230_1.wav,happy,"Маман, дозвольте налити.",neutral,"Polite request to pour something, neutral in tone."
n_001_0.wav,neutral,із десяти останніх років,neutral,Incomplete phrase about 'from the last ten years' lacks emotional context.
n_002_0.wav,neutral,Я оператор БПЛА.,neutral,Simple factual statement about profession as drone operator.
n_003_0.wav,neutral,"Я завжди переживаю, коли ви трошки п'яні.",sad,Expresses worry and concern about someone being drunk.
n_004_0.wav,neutral,На тебе хтось сів,neutral,Matter-of-fact observation about someone sitting on someone.
n_005_1.wav,neutral,Ти займаєшся улюбленою справою,happy,Positive statement about engaging in favorite activity.
n_006_1.wav,neutral,Мене звати Вікторія.,neutral,Simple self-introduction stating name.
n_007_1.wav,neutral,Зараз чотири.,neutral,Factual statement about time being four o'clock.
n_008_1.wav,neutral,Каті 23 роки.,neutral,Factual statement about Katya's age.
n_009_1.wav,neutral,Я навчаюсь в нашому національному.,neutral,Neutral statement about studying at national university.
n_010_1.wav,neutral,Місяць приблизно 5 тисяч.,neutral,Factual statement about monthly amount of 5 thousand.
n_011_0.wav,neutral,групи раннього розвитку.,neutral,Factual reference to early development groups.
n_012_1.wav,neutral,У вас дуже багато книжок.,neutral,Neutral observation about having many books.
n_013_0.wav,neutral,Яка ситуація навколо,neutral,Question about surrounding situation without emotional charge.
n_014_0.wav,neutral,піти лише на користь батькам.,neutral,Factual statement about benefiting parents.
n_015_0.wav,neutral,"у різні теми виховання дитини, може",neutral,Neutral fragment about child-rearing topics.
n_016_0.wav,neutral,Це може ускладнювати комунікацію з іншими.,sad,Describes communication difficulties as problematic situation.
n_017_0.wav,neutral,та заважає будувати нові стосунки.,sad,Mentions interference with building new relationships negatively.
n_018_0.wav,neutral,Вона матиме проблеми.,sad,Predicts problems for someone in future.
n_019_0.wav,neutral,Жінка має через власні травми та життєві невдачі.,sad,References trauma and life failures affecting woman.
n_020_0.wav,neutral,залишити дітей у безпечнішому місці.,neutral,Factual statement about leaving children in safer place.
n_021_0.wav,neutral,зрозумілий материнський крок.,neutral,Describes maternal decision as understandable and logical.
n_022_0.wav,neutral,Задовільнити бажання.,neutral,Simple infinitive phrase about satisfying desires with no emotional tone.
n_023_0.wav,neutral,треба задовільнити бажання дитини.,neutral,Factual statement about needing to satisfy a child's desires.
n_024_0.wav,neutral,Їй не вистачає вашої уваги.,sad,"Expresses lack or deficiency in attention, suggesting emotional need."
n_025_1.wav,neutral,"В мене доньки 17,5 років.",neutral,Simple factual statement about daughter's age.
n_026_0.wav,neutral,керуватися інтересам дитини.,neutral,Instructional phrase about being guided by child's interests.
n_027_0.wav,neutral,Дитина має зупиняти.,neutral,"Fragment about child having to stop something, lacks clear emotion."
n_028_0.wav,neutral,Ви не повинні засуджувати.,neutral,"Directive statement about not judging, presented matter-of-factly."
n_029_0.wav,neutral,І Саша 37.,neutral,Simple statement about Sasha's age.
n_030_0.wav,neutral,Це ніколи не відмовляло.,neutral,Factual observation about something never refusing.
n_031_1.wav,neutral,Ти можеш побудувати життя?,neutral,Direct question about building life without clear emotional valence.
n_032_0.wav,neutral,Переходимо до другої частини.,neutral,Procedural statement about moving to next section.
n_033_0.wav,neutral,Це частина розвідки.,neutral,Factual statement identifying something as part of reconnaissance.
n_034_1.wav,neutral,Я і моїх троє сестер.,neutral,Fragment mentioning self and three sisters without emotion.
n_035_1.wav,neutral,Питання стосовно навчання.,neutral,Simple reference to questions about education.
n_036_0.wav,neutral,На основі ваших заяв.,neutral,Formal phrase about basing something on statements.
n_037_0.wav,neutral,чимало заборонених для них речей.,neutral,Factual reference to many forbidden things for them.
n_038_0.wav,neutral,"Тож, в такі моменти не варто здіймати гвалт.",neutral,"Advice about not making noise in certain moments, presented calmly."
n_039_0.wav,neutral,Покарання в четвертому раунді.,angry,"Word 'punishment' carries negative, punitive connotation suggesting anger or severity."
n_040_1.wav,neutral,Буквально на другому місяці участі в проекті.,neutral,Factual temporal reference to second month of project participation.
n_041_0.wav,neutral,"На жаль, коли батьки хочуть,",sad,Begins with 'unfortunately' indicating disappointment or regret about parental desires.
n_042_0.wav,neutral,Це проблеми з узагальненням.,neutral,A factual statement about generalization problems with no emotional content.
n_043_1.wav,neutral,Він цим гордиться.,happy,Expressing pride indicates positive emotion and satisfaction.
n_044_0.wav,neutral,Садочок не є обов'язковим.,neutral,Factual statement about kindergarten not being mandatory.
n_045_0.wav,neutral,"Два зубчики часнику, ви бачите.",neutral,Instructional statement about garlic cloves with no emotional tone.
n_046_1.wav,neutral,В мене є до вас запитання.,neutral,"Polite, formal inquiry without emotional content."
n_047_1.wav,neutral,Люби маму.,happy,Expression of love conveys positive emotion and affection.
n_048_1.wav,neutral,Мені було 27 років,neutral,Simple statement of age without emotional context.
n_049_0.wav,neutral,Права рука синє.,neutral,Descriptive statement about color with no emotional content.
n_050_0.wav,neutral,10 у Даші,neutral,Brief numerical reference without emotional context.
n_051_0.wav,neutral,"на вулиці, там, коли є друзі",happy,Mention of friends in context suggests positive social experience.
n_052_0.wav,neutral,10 балів вам,happy,Giving perfect score indicates positive evaluation and satisfaction.
n_053_0.wav,neutral,настрій був веселим та невимушеним.,happy,Explicitly describes cheerful and relaxed mood indicating happiness.
n_054_0.wav,neutral,"А ви з сестрою живете теж, ну, разм?",neutral,Casual question about living arrangements without emotional tone.
n_055_0.wav,neutral,А ти плануєш далі ще працювати в цій сфері?,neutral,Professional inquiry about future work plans.
n_056_0.wav,neutral,Для тебе ще я підготував невеличкий подарунок.,happy,Offering a gift indicates kindness and positive intention.
n_057_0.wav,neutral,Ти була тією з ким я найбільше зблизився,happy,Expressing closeness and connection indicates positive emotional bond.
n_058_1.wav,neutral,Розмова пішла якось в дуже таку цікаву струю.,happy,Describing conversation as interesting suggests positive engagement and enjoyment.
n_059_1.wav,neutral,"Можливо, вона так, е-е, фліртує.",neutral,Observational comment about possible flirting without clear emotion.
n_060_1.wav,neutral,"Вона більш досвідчена. Вона,",neutral,Incomplete statement about experience level without emotional content.
n_061_1.wav,neutral,ти постійно в різних якихось таких прикольних шкарпетках кольорових.,happy,Complimenting colorful socks suggests positive observation and appreciation.
n_062_1.wav,neutral,Два дня була вже в лікарні.,neutral,Factual statement about being in hospital for two days.
n_063_1.wav,neutral,Так. Два дня була вже в лікарні.,neutral,Confirmation and repetition of factual hospital stay information.
n_064_1.wav,neutral,"Може поговоримо про побачення, про вчорашнє?",neutral,Simple suggestion to talk about a date from yesterday.
n_065_1.wav,neutral,"Ну, бо ти мені подобаєшся.",happy,Expression of romantic interest and positive feelings toward someone.
n_066_0.wav,neutral,"І сподіваюсь, що ми цей тиждень проведемо разом дуже гарно.",happy,Hopeful and positive expectation about spending time together nicely.
n_067_0.wav,neutral,Бачу радість на її обличчі.,happy,Observation of joy and happiness on someone's face.
n_068_0.wav,neutral,"Здається, перейшли на якусь іншу тему навіть.",neutral,Neutral observation about changing conversation topics.
n_069_0.wav,neutral,"Я відповів на запитання і ми, здається, перейшли на якусь іншу тему, навіть",neutral,Factual description of answering questions and topic changes.
n_070_1.wav,neutral,Мені хотілося бути максимально щирою.,neutral,"Statement about wanting to be sincere, neutral intention."
n_071_1.wav,neutral,"Я тоді дуже багато працювала, не знала просто, що я вагітна.",sad,Describes difficult period of working hard while unknowingly pregnant.
n_072_1.wav,neutral,"Не знала просто, я вагітна.",sad,"Repetition emphasizing not knowing about pregnancy, suggesting distress."
n_073_1.wav,neutral,Але цікаво взагалі послухати його про цю тему.,neutral,Neutral curiosity about hearing someone's perspective on topic.
n_074_1.wav,neutral,Тоді я на багато речей можу закрити очі.,neutral,"Conditional statement about overlooking things, matter-of-fact tone."
n_075_1.wav,neutral,Я трошки переживала.,sad,Direct admission of feeling worried or anxious about something.
n_076_1.wav,neutral,"О, мені бо років 14-13.",neutral,Simple factual statement about being 13-14 years old.
n_077_1.wav,neutral,Я останні роки не святкую свій день народження.,sad,Statement about not celebrating birthdays suggests melancholy or withdrawal.
n_078_0.wav,neutral,Мені сподобалась твоя пропозиція на відеозверненні.,happy,Positive response expressing liking someone's video proposal.
n_079_0.wav,neutral,Я пропоную тобі лишитись ще завтра в Львові.,happy,Enthusiastic invitation suggesting positive desire for continued company.
n_080_0.wav,neutral,"Зрозуміло, що була проблема, яку потрібно вирішити.",neutral,Factual acknowledgment that there was a problem needing solution.
n_081_0.wav,neutral,"В тебе є якісь, е-е, такі зменшувально-пестливі слова, які тобі подобаються?",neutral,"Curious question about preferences for diminutive words, neutral inquiry."
n_082_0.wav,neutral,Ми зобов'язані робити ці зміни.,neutral,States an obligation in a matter-of-fact way without emotional emphasis.
n_083_1.wav,neutral,В мене було дуже багато проблем.,sad,"Expresses having many problems, indicating distress or difficulty."
n_084_1.wav,neutral,Вітаю вас в Івано-Франківську.,happy,"A welcoming greeting shows positive, friendly sentiment."
n_085_1.wav,neutral,"Походу Давид там буде лежати, а не я",neutral,Casual observation about someone's location without emotional weight.
n_086_1.wav,neutral,Там вже кілограм 12 було,neutral,Simple factual statement about weight or quantity.
n_087_0.wav,neutral,Мені вже стало жарко.,neutral,Basic description of physical sensation without emotional context.
n_088_0.wav,neutral,зробити все дійсно прикольно і класно.,happy,Uses positive words like 'cool' and 'great' showing enthusiasm.
n_089_0.wav,neutral,Теж хотів спробувати відкрити хоч раз хоч одну скриньку.,neutral,Expresses mild desire to try something without strong emotion.
n_090_0.wav,neutral,Заробляємо обоє.,neutral,Simple factual statement about both people working.
n_091_0.wav,neutral,"Вона просто більше заробляє, я менше.",neutral,Matter-of-fact comparison of earnings without emotional judgment.
n_092_0.wav,neutral,"Я часто їжджу блаблакаром, тоже своєю машиною.",neutral,Casual description of travel habits without emotional content.
n_093_0.wav,neutral,Стояв хлопчина вже постарше.,neutral,Objective description of someone's appearance and age.
n_094_0.wav,neutral,"Бачу, хлопчина молодий, з телефоном стоїть.",neutral,Simple observational statement about a young person with phone.
n_095_0.wav,neutral,"На відпочинок, де ми тільки удвох, без зв'язку.",happy,"Describes romantic getaway for two, suggesting positive anticipation."
n_096_0.wav,neutral,"Ти дуже гарна, мила.",happy,Direct compliment using positive adjectives shows affection and warmth.
n_097_0.wav,neutral,"абсолютно всі деталі запам'ятав, того, що для мене це реально була подія.",happy,Emphasizes remembering details of a significant positive event.
n_098_0.wav,neutral,"І я просто не не розумів, що мені сказати, того що цих причин було дофіга.",sad,Expresses confusion and being overwhelmed by too many reasons.
n_099_0.wav,neutral,Вона боїться закритого простору,sad,"Describes someone's fear of enclosed spaces, indicating anxiety."
n_100_0.wav,neutral,Вона мені це постійно говорила.,neutral,States frequency of communication without emotional context.
n_101_0.wav,neutral,"Я був певний, що вона дасть відповідь.",neutral,Expresses certainty about expected response in factual manner.
n_102_0.wav,neutral,ми з нею про це спілкувалися,neutral,Simple factual statement about a conversation with no emotional indicators.
n_103_1.wav,neutral,Все ж таки треба йти до кінця.,neutral,"Direct statement about necessity to continue, no clear emotional valence."
n_104_1.wav,neutral,Все ж таки треба йти до кінця і хоча би спробувати з ним порозумітися.,neutral,"Pragmatic statement about trying to reach understanding, factual tone."
n_105_1.wav,neutral,Але був дуже крутий зоровий контакт.,happy,Positive description using 'крутий' indicates satisfaction or pleasure.
n_106_1.wav,neutral,Я була в ходила в цих пластмасових корсетах.,neutral,"Simple past tense statement about wearing something, no emotional content."
n_107_0.wav,neutral,"Вибач, мені не тяжко вже казати.",sad,Apology combined with difficulty speaking suggests emotional burden or distress.
n_108_0.wav,neutral,"Ти дійсно прекрасна і чудова дівчина, неймовірно красива, неймовірно розумна.",happy,Multiple positive adjectives expressing admiration and compliments indicate joy.
n_109_0.wav,neutral,Я тобі теж бажаю знайти дійсно своє кохання.,happy,Expressing good wishes for finding love shows positive sentiment.
n_110_0.wav,neutral,"Я взяв з собою натальну карту, яку ти мені подарувала.",neutral,Factual statement about taking something that was given as gift.
n_111_0.wav,neutral,А яка завтра в тебе мета?,neutral,"Simple question about tomorrow's goal, no emotional markers."
n_112_0.wav,neutral,Я вже готовий розпочати церемонію троянд.,neutral,"Statement of readiness to begin ceremony, formal and factual."
n_113_0.wav,neutral,Мені подобаються твої прагнення до змін.,happy,Expressing liking for someone's aspirations shows positive approval.
n_114_0.wav,neutral,"Сьогодні зустрічаю одну з дівчат, яка на жаль не доїхала на першу вечірку.",sad,Mention of someone unfortunately not arriving suggests disappointment.
n_115_0.wav,neutral,"Тому, якщо ти не проти, я пропоную тобі трішечки відпочити перед цим.",neutral,"Polite suggestion to rest, courteous but emotionally neutral."
n_116_0.wav,neutral,"Так, тут обережно",neutral,"Simple warning to be careful, practical instruction without emotion."
n_117_0.wav,neutral,Трішки слизько після дощу,neutral,Factual observation about slippery conditions after rain.
n_118_0.wav,neutral,"коли не було за що схопитись, в принципі.",neutral,Descriptive statement about having nothing to hold onto.
n_119_0.wav,neutral,"Ну, ти, молодець, здивувала мене реально сьогодні.",happy,Calling someone 'молодець' and expressing real surprise shows positive admiration.
n_120_0.wav,neutral,"Мені сподобалася Інна. Я почував себе затишно, приємно.",happy,Expressing liking and comfortable feelings indicates positive emotions.
n_121_0.wav,neutral,Вона підняла досить таки серйозні теми своїх травм.,sad,"Reference to serious trauma topics suggests heavy, somber emotional content."
n_122_0.wav,neutral,"Для неї це болюча тема, і точно.",sad,"References a painful topic, indicating emotional distress or sadness."
n_123_0.wav,neutral,"А, я думаю, варіант Б, ти поїхав в іншу країну.",neutral,Matter-of-fact statement about travel options without emotional content.
n_124_0.wav,neutral,"Як там кажуть, найтяжче казати слово ""Вибач"" і ""Кохаю"", напевно.",neutral,"Reflective observation about difficulty of certain words, stated factually."
n_125_1.wav,neutral,Вона протікає в нас по спині.,neutral,"Descriptive statement about something flowing along the spine, purely informational."
n_126_1.wav,neutral,"Я побачила легеньке здивування спочатку, типу на його обличчі.",neutral,Observational description of someone's facial expression without emotional valence.
n_127_0.wav,neutral,Я вирішив також залучити дівчат до цього збору.,neutral,Factual statement about a decision to involve girls in collection.
n_128_0.wav,neutral,"Анастасія, представ, будь ласка, свій лот",neutral,"Polite request for presentation, formal and emotionally neutral."
n_129_0.wav,neutral,"Радий, що наше побачення було найкращим для тебе.",happy,Expresses gladness about a positive meeting experience.
n_130_1.wav,neutral,"Давайте, будемо чекати дівчат.",neutral,"Simple suggestion to wait, without emotional content."
n_131_1.wav,neutral,якраз там 10 десь років до 16-17.,neutral,"Factual statement about age range, purely informational."
n_132_0.wav,neutral,Для зведення до квадратного рівняння за дужки.,neutral,"Mathematical instruction about reducing to quadratic equation, technical content."
